percentualProtestos,status,definicaoRisco,valorAprovado,endividamento,passivoCirculante,totalAtivo,totalPatrimonioLiquido,faturamentoBruto,scorePontualidade,percentualRisco,categoria
0.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,80000.0,0.0,1310486.0,7237315.0,4900535.0,15783051.0,0.8928193941,0.0714285714285714,Bom
0.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,55000.0,0.0,1466507.0,1488698.0,1143216.0,3077900.0,1.0,0.0714285714285714,Bom
0.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,1500000.0,0.0,9506982.0,32274979.0,22466956.0,22568218.0,1.0,0.0892857142857142,Bom
0.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,200000.0,0.0,187575000.0,386929000.0,164778000.0,671575000.0,0.0,0.0,Bom
0.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,1000000.0,0.0,187575000.0,386929000.0,164778000.0,671575000.0,0.0,0.0357142857142857,Bom
0.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,50000.0,0.0,8740315.0,9639442.0,899126.0,30752360.0,1.0,0.0357142857142857,Bom
0.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,75000.0,0.0,2374007.0,4324242.0,50000.0,3983742.0,1.0,0.0892857142857142,Bom
0.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,50000.0,0.0,207744.0,1714193.0,1506449.0,2518275.0,0.0,0.1071428571428571,Bom
0.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,200000.0,0.0,9660719.0,18332493.0,2398671.0,10354594.0,0.9587531364,0.0892857142857142,Bom
0.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,270000.0,0.0,86495339.0,345824174.0,245430146.0,387672746.0,0.9999999763,0.0357142857142857,Bom
0.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,50000.0,0.0,1628528.0,2380639.0,318810.0,7454968.0,0.0,0.0357142857142857,Bom
0.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,100000.0,0.0,3644123.0,34052578.0,29623509.0,44652485.0,0.9838054867,0.1071428571428571,Bom
0.0,AprovadoComite,De 0 a 10 % - Muito Baixo,400000.0,0.0,6267159.0,26799987.0,20532827.0,9978470.0,0.9837729653,0.0357142857142857,Bom
0.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,150000.0,0.0,1269604.0,3323683.0,2054079.0,13983957.0,0.0,0.0892857142857142,Bom
0.0,AprovadoComite,De 0 a 10 % - Muito Baixo,500000.0,0.0,27503820000.0,54823500000.0,12923280000.0,4464000000.0,0.0,0.0535714285714285,Bom
0.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,50000.0,0.0,40302.0,1347053.0,1096742.0,2676576.0,1.0,0.0357142857142857,Bom
0.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,80000.0,0.0,200888.0,9465989.0,3955250.0,7543816.0,1.0,0.0357142857142857,Bom
0.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,170000.0,0.0,738679.0,11529540.0,10790860.0,6812965.0,1.0,0.0357142857142857,Bom
0.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,90000.0,0.0,150059.0,1703419.0,1553359.0,3685546.0,1.0,0.0535714285714285,Bom
0.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,100000.0,0.0,200293.0,828100.0,627807.0,1900333.0,1.0,0.0535714285714285,Bom
0.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,60000.0,0.0,264506.0,1172209.0,1493345.0,4438768.0,1.0,0.0357142857142857,Bom
0.0,AprovadoComite,De 0 a 10 % - Muito Baixo,170000.0,0.0,150059.0,1703419.0,1553359.0,3685546.0,1.0,0.0892857142857142,Bom
0.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,250000.0,0.0,9660719.0,18332493.0,2398671.0,10354594.0,0.9587531364,0.0892857142857142,Bom
0.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,70000.0,0.0,7657273.0,61219436.0,53562162.0,42267812.0,0.8644430654,0.0357142857142857,Bom
0.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,75000.0,0.0,85711.0,1420401.0,1334689.0,4413163.0,0.0,0.0535714285714285,Bom
0.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,350000.0,0.0,82294612.0,151063919.0,63644329.0,444023670.0,0.9935589652,0.1071428571428571,Bom
0.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,100000.0,0.0,610645.0,7195638.0,4531097.0,13213034.0,1.0,0.0892857142857142,Bom
0.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,50000.0,0.0,1436123.0,3778276.0,2342153.0,12992593.0,1.0,0.0357142857142857,Bom
0.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,170000.0,0.0,2959093.0,24618228.0,22561000.0,9139060.0,0.25,0.0892857142857142,Bom
0.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,250000.0,0.0,9660719.0,18332493.0,2398671.0,10354594.0,0.9587531364,0.0892857142857142,Bom
0.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,100000.0,0.0,150059.0,1703419.0,1553359.0,3685546.0,1.0,0.0892857142857142,Bom
0.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,50000.0,0.0,562601.0,4822920.0,3999662.0,5150870.0,1.0,0.0892857142857142,Bom
0.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,100000.0,0.0,200293.0,828100.0,627807.0,1900333.0,1.0,0.0535714285714285,Bom
